Jahr,Profs,StudierendeGesamt,Drittmitteleinnahmen,Zitationen,ExzGefoerdertDummy_U,ExzDreiFLDummy_U,LuFid,EinheitlicheID
2016,22,407,5261.911516132363,785,nicht gefoerdert,nicht gefoerdert,31,59
2017,22,344,7460.007397370518,958,nicht gefoerdert,nicht gefoerdert,31,59
2018,21,239,9196.044118279498,1151,nicht gefoerdert,nicht gefoerdert,31,59
2016,15,289,1856.304488229319,57,nicht gefoerdert,nicht gefoerdert,15,59
2017,15,255,2115.570989591449,58,nicht gefoerdert,nicht gefoerdert,15,59
2018,16,243,1867.79689436501,84,nicht gefoerdert,nicht gefoerdert,15,59
2016,8,,2240.693559247685,8,nicht gefoerdert,nicht gefoerdert,51,59
2017,6,,3666.387978267455,13,nicht gefoerdert,nicht gefoerdert,51,59
2018,6,,3089.352426047749,22,nicht gefoerdert,nicht gefoerdert,51,59
2016,21,636,1455.461839392704,,nicht gefoerdert,nicht gefoerdert,6,59
2017,19,692,1496.49402436169,1,nicht gefoerdert,nicht gefoerdert,6,59
2018,17,681,1640.198785629915,,nicht gefoerdert,nicht gefoerdert,6,59
2016,4,1282,9.310986963919932,21,nicht gefoerdert,nicht gefoerdert,40,59
2017,5,1297,29.08508775218952,7,nicht gefoerdert,nicht gefoerdert,40,59
2018,4,1356,0,16,nicht gefoerdert,nicht gefoerdert,40,59
2016,13,260,729.003735706062,4,nicht gefoerdert,nicht gefoerdert,8,59
2017,14,283,722.8188614508216,8,nicht gefoerdert,nicht gefoerdert,8,59
2018,14,329,679.2545152263511,12,nicht gefoerdert,nicht gefoerdert,8,59
2016,0,,3.4795158177613,,nicht gefoerdert,nicht gefoerdert,52,59
2017,0,,1.858188379467704,,nicht gefoerdert,nicht gefoerdert,52,59
2018,0,,4.08148460310807,,nicht gefoerdert,nicht gefoerdert,52,59
2016,1,,43.63128548122635,,nicht gefoerdert,nicht gefoerdert,29,59
2017,1,,15.48216000342236,,nicht gefoerdert,nicht gefoerdert,29,59
2018,1,,0,,nicht gefoerdert,nicht gefoerdert,29,59
2016,,,,,nicht gefoerdert,nicht gefoerdert,11,59
2017,,,,,nicht gefoerdert,nicht gefoerdert,11,59
2018,,,,,nicht gefoerdert,nicht gefoerdert,11,59
2016,,,,6,nicht gefoerdert,nicht gefoerdert,24,59
2017,,,,5,nicht gefoerdert,nicht gefoerdert,24,59
2018,,,,7,nicht gefoerdert,nicht gefoerdert,24,59
2016,4,0,.0744878940464253,,nicht gefoerdert,nicht gefoerdert,34,59
2017,5,0,0,,nicht gefoerdert,nicht gefoerdert,34,59
2018,4,0,5.391657553036196,,nicht gefoerdert,nicht gefoerdert,34,59
2016,1,33,217.6145272828746,,nicht gefoerdert,nicht gefoerdert,50,117
2017,1,30,244.3247914458228,,nicht gefoerdert,nicht gefoerdert,50,117
2018,1,25,333.49198745939,,nicht gefoerdert,nicht gefoerdert,50,117
2016,8,341,338.5139621359973,4,nicht gefoerdert,nicht gefoerdert,18,117
2017,9,339,396.8700747179195,1,nicht gefoerdert,nicht gefoerdert,18,117
2018,7,331,337.7406107591502,2,nicht gefoerdert,nicht gefoerdert,18,117
2016,,,,4,nicht gefoerdert,nicht gefoerdert,27,117
2017,,,,1,nicht gefoerdert,nicht gefoerdert,27,117
2018,,,,2,nicht gefoerdert,nicht gefoerdert,27,117
2016,3,156,202.4515816023457,11,nicht gefoerdert,nicht gefoerdert,36,117
2017,3,186,26.04940541622594,7,nicht gefoerdert,nicht gefoerdert,36,117
2018,2,165,79.73902082588342,9,nicht gefoerdert,nicht gefoerdert,36,117
2016,5,446,110.3538143707426,23,nicht gefoerdert,nicht gefoerdert,23,117
2017,6,438,90.33120059551329,15,nicht gefoerdert,nicht gefoerdert,23,117
2018,5,393,159.974075901743,18,nicht gefoerdert,nicht gefoerdert,23,117
2016,,,,1,nicht gefoerdert,nicht gefoerdert,10,117
2017,,,,3,nicht gefoerdert,nicht gefoerdert,10,117
2018,,,,3,nicht gefoerdert,nicht gefoerdert,10,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,3,117
2017,,,,,nicht gefoerdert,nicht gefoerdert,3,117
2018,,,,,nicht gefoerdert,nicht gefoerdert,3,117
2016,,61,,,nicht gefoerdert,nicht gefoerdert,4,117
2017,,46,,1,nicht gefoerdert,nicht gefoerdert,4,117
2018,,22,,,nicht gefoerdert,nicht gefoerdert,4,117
2016,8,664,614.6322068760401,3,nicht gefoerdert,nicht gefoerdert,22,117
2017,9,666,594.4437234193642,11,nicht gefoerdert,nicht gefoerdert,22,117
2018,9,604,645.9736007176103,5,nicht gefoerdert,nicht gefoerdert,22,117
2016,4,441,137.6666702934461,3,nicht gefoerdert,nicht gefoerdert,5,117
2017,5,441,131.0622205574881,11,nicht gefoerdert,nicht gefoerdert,5,117
2018,5,395,140.32058353685,5,nicht gefoerdert,nicht gefoerdert,5,117
2016,4,140,39.25232913612625,3,nicht gefoerdert,nicht gefoerdert,44,117
2017,3,118,121.4647772890733,11,nicht gefoerdert,nicht gefoerdert,44,117
2018,3,100,89.20137873452641,5,nicht gefoerdert,nicht gefoerdert,44,117
2016,,,,3,nicht gefoerdert,nicht gefoerdert,45,117
2017,,,,11,nicht gefoerdert,nicht gefoerdert,45,117
2018,,,,5,nicht gefoerdert,nicht gefoerdert,45,117
2016,,,,3,nicht gefoerdert,nicht gefoerdert,7,117
2017,,,,11,nicht gefoerdert,nicht gefoerdert,7,117
2018,,,,5,nicht gefoerdert,nicht gefoerdert,7,117
2016,6,,72.05307460933581,,nicht gefoerdert,nicht gefoerdert,28,117
2017,6,,84.05946833895382,1,nicht gefoerdert,nicht gefoerdert,28,117
2018,6,,220.1485726906572,,nicht gefoerdert,nicht gefoerdert,28,117
2016,2,0,23.4590313714475,464,nicht gefoerdert,nicht gefoerdert,39,117
2017,2,0,37.70356732056904,518,nicht gefoerdert,nicht gefoerdert,39,117
2018,2,0,164.9487745453496,464,nicht gefoerdert,nicht gefoerdert,39,117
2016,11,1476,204.6992552193501,11,nicht gefoerdert,nicht gefoerdert,17,117
2017,11,1418,272.1015671703092,6,nicht gefoerdert,nicht gefoerdert,17,117
2018,13,1332,275.8623674053645,9,nicht gefoerdert,nicht gefoerdert,17,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,46,117
2017,,,,,nicht gefoerdert,nicht gefoerdert,46,117
2018,,,,,nicht gefoerdert,nicht gefoerdert,46,117
2016,2,257,363.9497099591013,6,nicht gefoerdert,nicht gefoerdert,49,117
2017,2,255,222.5324764939891,10,nicht gefoerdert,nicht gefoerdert,49,117
2018,2,214,124.6686023185472,5,nicht gefoerdert,nicht gefoerdert,49,117
2016,23,0,0,,nicht gefoerdert,nicht gefoerdert,41,117
2017,0,,0,,nicht gefoerdert,nicht gefoerdert,41,117
2018,,,0,,nicht gefoerdert,nicht gefoerdert,41,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,43,117
2017,,,,,nicht gefoerdert,nicht gefoerdert,43,117
2018,,,,,nicht gefoerdert,nicht gefoerdert,43,117
2016,,215,65.64804161900715,47,nicht gefoerdert,nicht gefoerdert,38,117
2017,3,182,108.9524236738714,36,nicht gefoerdert,nicht gefoerdert,38,117
2018,3,173,182.9623071468664,70,nicht gefoerdert,nicht gefoerdert,38,117
2016,,536,225.6126616750965,77,nicht gefoerdert,nicht gefoerdert,48,117
2017,6,435,237.0183024878707,99,nicht gefoerdert,nicht gefoerdert,48,117
2018,6,371,200.8751822011398,88,nicht gefoerdert,nicht gefoerdert,48,117
2016,,,,8,nicht gefoerdert,nicht gefoerdert,47,117
2017,,,,2,nicht gefoerdert,nicht gefoerdert,47,117
2018,,,,9,nicht gefoerdert,nicht gefoerdert,47,117
2016,9,285,148.4078206496223,6,nicht gefoerdert,nicht gefoerdert,42,117
2017,9,253,59.56266914053589,2,nicht gefoerdert,nicht gefoerdert,42,117
2018,9,248,2.715598254390407,12,nicht gefoerdert,nicht gefoerdert,42,117
2016,,,,5,nicht gefoerdert,nicht gefoerdert,53,117
2017,,,,2,nicht gefoerdert,nicht gefoerdert,53,117
2018,,,,5,nicht gefoerdert,nicht gefoerdert,53,117
2016,0,1081,574.6573620015357,163,nicht gefoerdert,nicht gefoerdert,56,117
2017,15,1057,546.2415298652541,177,nicht gefoerdert,nicht gefoerdert,56,117
2018,16,1003,835.9351930059267,146,nicht gefoerdert,nicht gefoerdert,56,117
2016,,248,,,nicht gefoerdert,nicht gefoerdert,54,117
2017,,239,,,nicht gefoerdert,nicht gefoerdert,54,117
2018,,230,,,nicht gefoerdert,nicht gefoerdert,54,117
2016,0,,1.089385434820211,,nicht gefoerdert,nicht gefoerdert,33,117
2017,,,1.601097895579828,,nicht gefoerdert,nicht gefoerdert,33,117
2018,,,.9884705728144916,,nicht gefoerdert,nicht gefoerdert,33,117
2016,11,323,451.1769043994285,243,nicht gefoerdert,nicht gefoerdert,32,117
2017,13,328,465.2488547601807,277,nicht gefoerdert,nicht gefoerdert,32,117
2018,12,311,880.312104095653,206,nicht gefoerdert,nicht gefoerdert,32,117
2016,14,431,2244.35475934634,291,nicht gefoerdert,nicht gefoerdert,25,117
2017,14,503,1962.563614903131,348,nicht gefoerdert,nicht gefoerdert,25,117
2018,14,601,2289.769567055059,375,nicht gefoerdert,nicht gefoerdert,25,117
2016,13,256,3650.715008964445,7116,nicht gefoerdert,nicht gefoerdert,37,117
2017,13,244,3183.215812032535,8571,nicht gefoerdert,nicht gefoerdert,37,117
2018,12,258,3278.524882910517,8377,nicht gefoerdert,nicht gefoerdert,37,117
2016,11,309,3536.755211705184,10714,nicht gefoerdert,nicht gefoerdert,13,117
2017,11,350,3237.132694319205,11295,nicht gefoerdert,nicht gefoerdert,13,117
2018,11,298,2998.193792089829,12116,nicht gefoerdert,nicht gefoerdert,13,117
2016,,,,223,nicht gefoerdert,nicht gefoerdert,35,117
2017,,,,210,nicht gefoerdert,nicht gefoerdert,35,117
2018,,,,286,nicht gefoerdert,nicht gefoerdert,35,117
2016,13,783,2521.037238303126,4510,nicht gefoerdert,nicht gefoerdert,12,117
2017,12,750,2389.865550484076,4348,nicht gefoerdert,nicht gefoerdert,12,117
2018,12,737,2147.445910668592,4884,nicht gefoerdert,nicht gefoerdert,12,117
2016,,,,1325,nicht gefoerdert,nicht gefoerdert,21,117
2017,,,,1657,nicht gefoerdert,nicht gefoerdert,21,117
2018,,,,1992,nicht gefoerdert,nicht gefoerdert,21,117
2016,,,,33,nicht gefoerdert,nicht gefoerdert,20,117
2017,,,,22,nicht gefoerdert,nicht gefoerdert,20,117
2018,,,,27,nicht gefoerdert,nicht gefoerdert,20,117
2016,15,,0,,nicht gefoerdert,nicht gefoerdert,1,117
2017,0,,0,,nicht gefoerdert,nicht gefoerdert,1,117
2018,,,0,,nicht gefoerdert,nicht gefoerdert,1,117
2016,0,,1450.556749629338,,nicht gefoerdert,nicht gefoerdert,30,117
2017,8,,1935.45105021795,,nicht gefoerdert,nicht gefoerdert,30,117
2018,8,,1674.649691582762,,nicht gefoerdert,nicht gefoerdert,30,117
2016,1,391,2710.757008496649,468,nicht gefoerdert,nicht gefoerdert,2,117
2017,9,349,2180.731072572038,497,nicht gefoerdert,nicht gefoerdert,2,117
2018,9,315,1397.342413264251,691,nicht gefoerdert,nicht gefoerdert,2,117
2016,,,,41,nicht gefoerdert,nicht gefoerdert,19,117
2017,,,,46,nicht gefoerdert,nicht gefoerdert,19,117
2018,,,,51,nicht gefoerdert,nicht gefoerdert,19,117
2016,,,,137,nicht gefoerdert,nicht gefoerdert,16,117
2017,,,,140,nicht gefoerdert,nicht gefoerdert,16,117
2018,,,,214,nicht gefoerdert,nicht gefoerdert,16,117
2016,0,109,0,,nicht gefoerdert,nicht gefoerdert,26,117
2017,0,135,0,,nicht gefoerdert,nicht gefoerdert,26,117
2018,0,153,0,,nicht gefoerdert,nicht gefoerdert,26,117
2016,,,,18,nicht gefoerdert,nicht gefoerdert,55,117
2017,,,,17,nicht gefoerdert,nicht gefoerdert,55,117
2018,,,,31,nicht gefoerdert,nicht gefoerdert,55,117
2016,,,,5,nicht gefoerdert,nicht gefoerdert,9,117
2017,,,,11,nicht gefoerdert,nicht gefoerdert,9,117
2018,,,,8,nicht gefoerdert,nicht gefoerdert,9,117
2016,18,722,6158.914178425423,2330,nicht gefoerdert,nicht gefoerdert,31,117
2017,18,696,7526.420795124001,2480,nicht gefoerdert,nicht gefoerdert,31,117
2018,18,663,8462.6382833178,3031,nicht gefoerdert,nicht gefoerdert,31,117
2016,15,535,4721.919736028542,149,nicht gefoerdert,nicht gefoerdert,15,117
2017,16,721,6140.007165167367,119,nicht gefoerdert,nicht gefoerdert,15,117
2018,17,695,5615.173964636922,190,nicht gefoerdert,nicht gefoerdert,15,117
2016,,36,,9,nicht gefoerdert,nicht gefoerdert,51,117
2017,,31,,21,nicht gefoerdert,nicht gefoerdert,51,117
2018,,34,,42,nicht gefoerdert,nicht gefoerdert,51,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,6,117
2017,,,,,nicht gefoerdert,nicht gefoerdert,6,117
2018,,,,,nicht gefoerdert,nicht gefoerdert,6,117
2016,,192,,11,nicht gefoerdert,nicht gefoerdert,40,117
2017,,181,,16,nicht gefoerdert,nicht gefoerdert,40,117
2018,,174,,18,nicht gefoerdert,nicht gefoerdert,40,117
2016,,,,12,nicht gefoerdert,nicht gefoerdert,8,117
2017,,,7.326624312204705,23,nicht gefoerdert,nicht gefoerdert,8,117
2018,,,,11,nicht gefoerdert,nicht gefoerdert,8,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,29,117
2017,,,,1,nicht gefoerdert,nicht gefoerdert,29,117
2018,,,,1,nicht gefoerdert,nicht gefoerdert,29,117
2016,,,,,nicht gefoerdert,nicht gefoerdert,11,117
2017,,,,1,nicht gefoerdert,nicht gefoerdert,11,117
2018,,,,1,nicht gefoerdert,nicht gefoerdert,11,117
2016,,,,3,nicht gefoerdert,nicht gefoerdert,24,117
2017,,,,15,nicht gefoerdert,nicht gefoerdert,24,117
2018,,,,7,nicht gefoerdert,nicht gefoerdert,24,117
2016,,0,,,nicht gefoerdert,nicht gefoerdert,34,117
2017,,0,,1,nicht gefoerdert,nicht gefoerdert,34,117
2018,,,,,nicht gefoerdert,nicht gefoerdert,34,117
2016,0,,0,,nicht gefoerdert,nicht gefoerdert,50,63
2017,0,,0,,nicht gefoerdert,nicht gefoerdert,50,63
2018,0,,0,,nicht gefoerdert,nicht gefoerdert,50,63
2016,7,188,538.7476631200925,,nicht gefoerdert,nicht gefoerdert,18,63
2017,8,160,693.3073861735576,,nicht gefoerdert,nicht gefoerdert,18,63
2018,6,165,453.7026026191854,2,nicht gefoerdert,nicht gefoerdert,18,63
2016,,,,,nicht gefoerdert,nicht gefoerdert,27,63
2017,,,,,nicht gefoerdert,nicht gefoerdert,27,63
2018,,,,2,nicht gefoerdert,nicht gefoerdert,27,63
2016,3,109,56.1387330196054,19,nicht gefoerdert,nicht gefoerdert,36,63
2017,3,101,61.10338802176039,17,nicht gefoerdert,nicht gefoerdert,36,63
2018,3,108,58.87689746258254,12,nicht gefoerdert,nicht gefoerdert,36,63
2016,5,429,870.7951664049541,24,nicht gefoerdert,nicht gefoerdert,23,63
2017,5,371,710.1107053232865,37,nicht gefoerdert,nicht gefoerdert,23,63
2018,5,363,614.2661305436015,38,nicht gefoerdert,nicht gefoerdert,23,63
2016,,,,8,nicht gefoerdert,nicht gefoerdert,10,63
2017,,,,8,nicht gefoerdert,nicht gefoerdert,10,63
2018,,,,5,nicht gefoerdert,nicht gefoerdert,10,63
2016,,4,0,,nicht gefoerdert,nicht gefoerdert,3,63
2017,,1,,,nicht gefoerdert,nicht gefoerdert,3,63
2018,,1,,1,nicht gefoerdert,nicht gefoerdert,3,63
2016,,0,,,nicht gefoerdert,nicht gefoerdert,4,63
2017,,0,,,nicht gefoerdert,nicht gefoerdert,4,63
2018,,0,,1,nicht gefoerdert,nicht gefoerdert,4,63
2016,9,795,134.5093085900268,1,nicht gefoerdert,nicht gefoerdert,22,63
2017,9,721,195.9130792217832,,nicht gefoerdert,nicht gefoerdert,22,63
2018,10,666,241.8113493026481,2,nicht gefoerdert,nicht gefoerdert,22,63
2016,2,330,0,1,nicht gefoerdert,nicht gefoerdert,5,63
2017,2,297,16.39249754396229,,nicht gefoerdert,nicht gefoerdert,5,63
2018,2,295,4.043743164777148,2,nicht gefoerdert,nicht gefoerdert,5,63
2016,,,0,1,nicht gefoerdert,nicht gefoerdert,44,63
2017,,,0,,nicht gefoerdert,nicht gefoerdert,44,63
2018,,,0,2,nicht gefoerdert,nicht gefoerdert,44,63
2016,4,109,298.5214147929917,1,nicht gefoerdert,nicht gefoerdert,45,63
2017,4,95,122.8023853541463,,nicht gefoerdert,nicht gefoerdert,45,63
2018,4,87,392.0004722659165,2,nicht gefoerdert,nicht gefoerdert,45,63
2016,,,,1,nicht gefoerdert,nicht gefoerdert,7,63
2017,,,,,nicht gefoerdert,nicht gefoerdert,7,63
2018,,,,2,nicht gefoerdert,nicht gefoerdert,7,63
2016,,,,1,nicht gefoerdert,nicht gefoerdert,28,63
2017,,,,1,nicht gefoerdert,nicht gefoerdert,28,63
2018,,,,1,nicht gefoerdert,nicht gefoerdert,28,63
2016,6,402,1015.667622239643,919,nicht gefoerdert,nicht gefoerdert,39,63
2017,6,367,1170.25257042487,1118,nicht gefoerdert,nicht gefoerdert,39,63
2018,7,379,1199.280719887701,1113,nicht gefoerdert,nicht gefoerdert,39,63
2016,3,0,131.0661074293214,17,nicht gefoerdert,nicht gefoerdert,17,63
2017,3,1,266.854526119339,25,nicht gefoerdert,nicht gefoerdert,17,63
2018,3,0,296.2158691833985,28,nicht gefoerdert,nicht gefoerdert,17,63
2016,,4,0,9,nicht gefoerdert,nicht gefoerdert,49,63
2017,,4,0,8,nicht gefoerdert,nicht gefoerdert,49,63
2018,,2,0,6,nicht gefoerdert,nicht gefoerdert,49,63
2016,,403,0,,nicht gefoerdert,nicht gefoerdert,41,63
2017,,392,0,,nicht gefoerdert,nicht gefoerdert,41,63
2018,,371,0,,nicht gefoerdert,nicht gefoerdert,41,63
2016,6,274,209.5148949492612,69,nicht gefoerdert,nicht gefoerdert,38,63
2017,7,238,164.1042976221417,55,nicht gefoerdert,nicht gefoerdert,38,63
2018,7,213,94.97045067087184,95,nicht gefoerdert,nicht gefoerdert,38,63
2016,,,,22,nicht gefoerdert,nicht gefoerdert,48,63
2017,,,,23,nicht gefoerdert,nicht gefoerdert,48,63
2018,,,,36,nicht gefoerdert,nicht gefoerdert,48,63
2016,,,,4,nicht gefoerdert,nicht gefoerdert,47,63
2017,,,,9,nicht gefoerdert,nicht gefoerdert,47,63
2018,,,,8,nicht gefoerdert,nicht gefoerdert,47,63
2016,14,1370,116.4059558972905,16,nicht gefoerdert,nicht gefoerdert,42,63
2017,14,1266,242.8600314587272,26,nicht gefoerdert,nicht gefoerdert,42,63
2018,14,1185,214.4459887595676,14,nicht gefoerdert,nicht gefoerdert,42,63
2016,,,,20,nicht gefoerdert,nicht gefoerdert,53,63
2017,,,,10,nicht gefoerdert,nicht gefoerdert,53,63
2018,,,,33,nicht gefoerdert,nicht gefoerdert,53,63
2016,12,835,576.1722727650686,83,nicht gefoerdert,nicht gefoerdert,56,63
2017,12,846,464.0960553406652,82,nicht gefoerdert,nicht gefoerdert,56,63
2018,12,868,629.572165716822,87,nicht gefoerdert,nicht gefoerdert,56,63
2016,,123,0,,nicht gefoerdert,nicht gefoerdert,33,63
2017,,144,0,,nicht gefoerdert,nicht gefoerdert,33,63
2018,,134,3.186469617272316,,nicht gefoerdert,nicht gefoerdert,33,63
2016,12,185,230.232778634931,111,nicht gefoerdert,nicht gefoerdert,32,63
2017,11,218,26.53339382297215,128,nicht gefoerdert,nicht gefoerdert,32,63
2018,11,209,155.6328849543273,137,nicht gefoerdert,nicht gefoerdert,32,63
2016,,,,58,nicht gefoerdert,nicht gefoerdert,25,63
2017,,,,76,nicht gefoerdert,nicht gefoerdert,25,63
2018,,,,69,nicht gefoerdert,nicht gefoerdert,25,63
2016,12,76,3350.438634525256,2130,nicht gefoerdert,nicht gefoerdert,37,63
2017,11,82,2835.932362335914,2600,nicht gefoerdert,nicht gefoerdert,37,63
2018,9,99,2707.860184878533,2758,nicht gefoerdert,nicht gefoerdert,37,63
2016,9,241,1632.419919934018,2392,nicht gefoerdert,nicht gefoerdert,13,63
2017,9,243,1550.262590660265,2375,nicht gefoerdert,nicht gefoerdert,13,63
2018,9,250,2407.395719818763,2706,nicht gefoerdert,nicht gefoerdert,13,63
2016,8,505,1089.111782681353,201,nicht gefoerdert,nicht gefoerdert,35,63
2017,8,486,1376.791406861518,198,nicht gefoerdert,nicht gefoerdert,35,63
2018,8,518,1788.786602095803,261,nicht gefoerdert,nicht gefoerdert,35,63
2016,16,802,7795.035533924224,7072,nicht gefoerdert,nicht gefoerdert,12,63
2017,16,762,7166.758544607746,7582,nicht gefoerdert,nicht gefoerdert,12,63
2018,15,741,5463.999135399818,8485,nicht gefoerdert,nicht gefoerdert,12,63
2016,7,123,279.7653510596015,993,nicht gefoerdert,nicht gefoerdert,21,63
2017,6,116,139.7666965948685,1081,nicht gefoerdert,nicht gefoerdert,21,63
2018,6,125,270.6684050595418,1276,nicht gefoerdert,nicht gefoerdert,21,63
2016,7,310,477.6359571954684,36,nicht gefoerdert,nicht gefoerdert,20,63
2017,7,347,616.8389908868064,43,nicht gefoerdert,nicht gefoerdert,20,63
2018,7,305,942.7906454222372,43,nicht gefoerdert,nicht gefoerdert,20,63
2016,,,,334,nicht gefoerdert,nicht gefoerdert,2,63
2017,,,,379,nicht gefoerdert,nicht gefoerdert,2,63
2018,,,,557,nicht gefoerdert,nicht gefoerdert,2,63
2016,,,,115,nicht gefoerdert,nicht gefoerdert,19,63
2017,,,,139,nicht gefoerdert,nicht gefoerdert,19,63
2018,,,,286,nicht gefoerdert,nicht gefoerdert,19,63
2016,,,,286,nicht gefoerdert,nicht gefoerdert,16,63
2017,,,,350,nicht gefoerdert,nicht gefoerdert,16,63
2018,,,,484,nicht gefoerdert,nicht gefoerdert,16,63
2016,,,,24,nicht gefoerdert,nicht gefoerdert,55,63
2017,,,,19,nicht gefoerdert,nicht gefoerdert,55,63
2018,,,,28,nicht gefoerdert,nicht gefoerdert,55,63
2016,,,,3,nicht gefoerdert,nicht gefoerdert,9,63
2017,,,,2,nicht gefoerdert,nicht gefoerdert,9,63
2018,,,,4,nicht gefoerdert,nicht gefoerdert,9,63
2016,,,,761,nicht gefoerdert,nicht gefoerdert,31,63
2017,,,,930,nicht gefoerdert,nicht gefoerdert,31,63
2018,,,,876,nicht gefoerdert,nicht gefoerdert,31,63
2016,,,,52,nicht gefoerdert,nicht gefoerdert,15,63
2017,,,,39,nicht gefoerdert,nicht gefoerdert,15,63
2018,,,,58,nicht gefoerdert,nicht gefoerdert,15,63
2016,,,,9,nicht gefoerdert,nicht gefoerdert,51,63
2017,,,,9,nicht gefoerdert,nicht gefoerdert,51,63
2018,,,,11,nicht gefoerdert,nicht gefoerdert,51,63
2016,,,,21,nicht gefoerdert,nicht gefoerdert,40,63
2017,,,,16,nicht gefoerdert,nicht gefoerdert,40,63
2018,,,,32,nicht gefoerdert,nicht gefoerdert,40,63
2016,,,,9,nicht gefoerdert,nicht gefoerdert,8,63
2017,,,,13,nicht gefoerdert,nicht gefoerdert,8,63
2018,,,,9,nicht gefoerdert,nicht gefoerdert,8,63
2016,4,124,159.8016749427331,,nicht gefoerdert,nicht gefoerdert,29,63
2017,5,118,98.60841657870998,,nicht gefoerdert,nicht gefoerdert,29,63
2018,4,110,61.96542230561415,,nicht gefoerdert,nicht gefoerdert,29,63
2016,,32,0,,nicht gefoerdert,nicht gefoerdert,11,63
2017,,33,,,nicht gefoerdert,nicht gefoerdert,11,63
2018,,30,,,nicht gefoerdert,nicht gefoerdert,11,63
2016,,,,,nicht gefoerdert,nicht gefoerdert,24,63
2017,,,,1,nicht gefoerdert,nicht gefoerdert,24,63
2018,,,,1,nicht gefoerdert,nicht gefoerdert,24,63
2016,3,27,2.801676036049192,,nicht gefoerdert,nicht gefoerdert,34,63
2017,3,32,27.47941431396114,,nicht gefoerdert,nicht gefoerdert,34,63
2018,2,38,49.0550977738246,1,nicht gefoerdert,nicht gefoerdert,34,63
2016,4,395,0,,nicht gefoerdert,nicht gefoerdert,50,103
2017,4,414,0,,nicht gefoerdert,nicht gefoerdert,50,103
2018,4,428,110.228844562537,,nicht gefoerdert,nicht gefoerdert,50,103
2016,11,139,656.9860589300096,5,nicht gefoerdert,nicht gefoerdert,18,103
2017,9,132,364.1463800350895,8,nicht gefoerdert,nicht gefoerdert,18,103
2018,10,157,388.4141237968134,3,nicht gefoerdert,nicht gefoerdert,18,103
2016,3,0,27.00186219536781,5,nicht gefoerdert,nicht gefoerdert,27,103
2017,3,0,42.08600182666977,8,nicht gefoerdert,nicht gefoerdert,27,103
2018,2,0,10.65930740055923,3,nicht gefoerdert,nicht gefoerdert,27,103
2016,7,79,780.4925729745177,14,nicht gefoerdert,nicht gefoerdert,36,103
2017,7,99,563.8051359795589,20,nicht gefoerdert,nicht gefoerdert,36,103
2018,7,96,511.8633040136044,23,nicht gefoerdert,nicht gefoerdert,36,103
2016,8,270,610.1554998014805,14,nicht gefoerdert,nicht gefoerdert,23,103
2017,7,260,579.5434391183888,20,nicht gefoerdert,nicht gefoerdert,23,103
2018,7,281,598.1333899026798,30,nicht gefoerdert,nicht gefoerdert,23,103
2016,,,130.1303486930671,11,nicht gefoerdert,nicht gefoerdert,10,103
2017,,,104.4364154315044,16,nicht gefoerdert,nicht gefoerdert,10,103
2018,,,,16,nicht gefoerdert,nicht gefoerdert,10,103
2016,0,322,0,2,nicht gefoerdert,nicht gefoerdert,3,103
2017,0,296,0,,nicht gefoerdert,nicht gefoerdert,3,103
2018,0,292,,1,nicht gefoerdert,nicht gefoerdert,3,103
2016,8,2,0,,nicht gefoerdert,nicht gefoerdert,4,103
2017,8,2,0,3,nicht gefoerdert,nicht gefoerdert,4,103
2018,8,2,0,,nicht gefoerdert,nicht gefoerdert,4,103
2016,7,228,801.7598014812734,4,nicht gefoerdert,nicht gefoerdert,22,103
2017,8,223,1138.926848861002,6,nicht gefoerdert,nicht gefoerdert,22,103
2018,8,216,847.9585388901627,2,nicht gefoerdert,nicht gefoerdert,22,103
2016,5,84,12.80446913781203,4,nicht gefoerdert,nicht gefoerdert,5,103
2017,6,81,9.05580948101229,6,nicht gefoerdert,nicht gefoerdert,5,103
2018,5,98,20.49369013970347,2,nicht gefoerdert,nicht gefoerdert,5,103
2016,6,69,10.59217914665244,4,nicht gefoerdert,nicht gefoerdert,44,103
2017,6,76,1.849954322264364,6,nicht gefoerdert,nicht gefoerdert,44,103
2018,6,76,75.92172629109182,2,nicht gefoerdert,nicht gefoerdert,44,103
2016,7,23,2.327746740979983,4,nicht gefoerdert,nicht gefoerdert,45,103
2017,7,29,2.287282707971183,6,nicht gefoerdert,nicht gefoerdert,45,103
2018,7,26,2.246523980431749,2,nicht gefoerdert,nicht gefoerdert,45,103
2016,9,280,408.0307319093567,4,nicht gefoerdert,nicht gefoerdert,7,103
2017,8,260,304.2717293862748,6,nicht gefoerdert,nicht gefoerdert,7,103
2018,8,211,519.3711696052387,2,nicht gefoerdert,nicht gefoerdert,7,103
2016,,94,0,3,nicht gefoerdert,nicht gefoerdert,28,103
2017,,105,0,2,nicht gefoerdert,nicht gefoerdert,28,103
2018,,104,0,9,nicht gefoerdert,nicht gefoerdert,28,103
2016,8,347,154.9227126589611,736,nicht gefoerdert,nicht gefoerdert,39,103
2017,5,315,334.8023745049252,619,nicht gefoerdert,nicht gefoerdert,39,103
